"human_geneid","human_EnsemblID","human_Symbol","human_description","human_type_of_gene","mouse_EnsemblID","mouse_geneid"
1797,"ENSG00000204348","DXO","decapping exoribonuclease","protein-coding","ENSMUSG00000040482",112403
1798,"ENSG00000172269","DPAGT1","dolichyl-phosphate N-acetylglucosaminephosphotransferase 1","protein-coding","ENSMUSG00000032123",13478
1800,"ENSG00000015413","DPEP1","dipeptidase 1","protein-coding","ENSMUSG00000019278",13479
1801,"ENSG00000108963","DPH1","diphthamide biosynthesis 1","protein-coding","ENSMUSG00000078789",116905
1802,"ENSG00000132768","DPH2","diphthamide biosynthesis 2","protein-coding","ENSMUSG00000028540",67728
1803,"ENSG00000197635","DPP4","dipeptidyl peptidase 4","protein-coding","ENSMUSG00000035000",13482
1804,"ENSG00000130226","DPP6","dipeptidyl peptidase like 6","protein-coding","ENSMUSG00000061576",13483
1805,"ENSG00000143196","DPT","dermatopontin","protein-coding","ENSMUSG00000026574",56429
1806,"ENSG00000188641","DPYD","dihydropyrimidine dehydrogenase","protein-coding","ENSMUSG00000033308",99586
1807,"ENSG00000147647","DPYS","dihydropyrimidinase","protein-coding","ENSMUSG00000022304",64705
1808,"ENSG00000092964","DPYSL2","dihydropyrimidinase like 2","protein-coding","ENSMUSG00000022048",12934
1809,"ENSG00000113657","DPYSL3","dihydropyrimidinase like 3","protein-coding","ENSMUSG00000024501",22240
1810,"ENSG00000117505","DR1","down-regulator of transcription 1","protein-coding","ENSMUSG00000029265",13486
1811,"ENSG00000091138","SLC26A3","solute carrier family 26 member 3","protein-coding","ENSMUSG00000001225",13487
1812,"ENSG00000184845","DRD1","dopamine receptor D1","protein-coding","ENSMUSG00000021478",13488
1813,"ENSG00000149295","DRD2","dopamine receptor D2","protein-coding","ENSMUSG00000032259",13489
1814,"ENSG00000151577","DRD3","dopamine receptor D3","protein-coding","ENSMUSG00000022705",13490
1815,"ENSG00000069696","DRD4","dopamine receptor D4","protein-coding","ENSMUSG00000025496",13491
1816,"ENSG00000169676","DRD5","dopamine receptor D5","protein-coding","ENSMUSG00000039358",13492
1819,"ENSG00000108591","DRG2","developmentally regulated GTP binding protein 2","protein-coding","ENSMUSG00000020537",13495
1820,"ENSG00000116017","ARID3A","AT-rich interaction domain 3A","protein-coding","ENSMUSG00000019564",13496
1821,"ENSG00000102385","DRP2","dystrophin related protein 2","protein-coding","ENSMUSG00000000223",13497
1822,"ENSG00000111676","ATN1","atrophin 1","protein-coding","ENSMUSG00000004263",13498
1823,"ENSG00000134765","DSC1","desmocollin 1","protein-coding","ENSMUSG00000044322",13505
1824,"ENSG00000134755","DSC2","desmocollin 2","protein-coding","ENSMUSG00000024331",13506
1825,"ENSG00000134762","DSC3","desmocollin 3","protein-coding","ENSMUSG00000059898",13507
1826,"ENSG00000171587","DSCAM","DS cell adhesion molecule","protein-coding","ENSMUSG00000050272",13508
1827,"ENSG00000159200","RCAN1","regulator of calcineurin 1","protein-coding","ENSMUSG00000022951",54720
1829,"ENSG00000046604","DSG2","desmoglein 2","protein-coding","ENSMUSG00000044393",13511
1830,"ENSG00000134757","DSG3","desmoglein 3","protein-coding","ENSMUSG00000056632",13512
1831,"ENSG00000157514","TSC22D3","TSC22 domain family member 3","protein-coding","ENSMUSG00000031431",14605
1832,"ENSG00000096696","DSP","desmoplakin","protein-coding","ENSMUSG00000054889",109620
1833,"ENSG00000083782","EPYC","epiphycan","protein-coding","ENSMUSG00000019936",13516
1834,"ENSG00000152591","DSPP","dentin sialophosphoprotein","protein-coding","ENSMUSG00000053268",666279
1836,"ENSG00000155850","SLC26A2","solute carrier family 26 member 2","protein-coding","ENSMUSG00000034320",13521
1837,"ENSG00000134769","DTNA","dystrobrevin alpha","protein-coding","ENSMUSG00000024302",13527
1838,"ENSG00000138101","DTNB","dystrobrevin beta","protein-coding","ENSMUSG00000071454",13528
1839,"ENSG00000113070","HBEGF","heparin binding EGF like growth factor","protein-coding","ENSMUSG00000024486",15200
1840,"ENSG00000135144","DTX1","deltex E3 ubiquitin ligase 1","protein-coding","ENSMUSG00000029603",14357
1841,"ENSG00000168393","DTYMK","deoxythymidylate kinase","protein-coding","ENSMUSG00000026281",21915
1842,"ENSG00000106823","ECM2","extracellular matrix protein 2","protein-coding","ENSMUSG00000043631",407800
1843,"ENSG00000120129","DUSP1","dual specificity phosphatase 1","protein-coding","ENSMUSG00000024190",19252
1844,"ENSG00000158050","DUSP2","dual specificity phosphatase 2","protein-coding","ENSMUSG00000027368",13537
1845,"ENSG00000108861","DUSP3","dual specificity phosphatase 3","protein-coding","ENSMUSG00000003518",72349
1846,"ENSG00000120875","DUSP4","dual specificity phosphatase 4","protein-coding","ENSMUSG00000031530",319520
1847,"ENSG00000138166","DUSP5","dual specificity phosphatase 5","protein-coding","ENSMUSG00000034765",240672
1848,"ENSG00000139318","DUSP6","dual specificity phosphatase 6","protein-coding","ENSMUSG00000019960",67603
1849,"ENSG00000164086","DUSP7","dual specificity phosphatase 7","protein-coding","ENSMUSG00000053716",235584
1850,"ENSG00000184545","DUSP8","dual specificity phosphatase 8","protein-coding","ENSMUSG00000037887",18218
1852,"ENSG00000130829","DUSP9","dual specificity phosphatase 9","protein-coding","ENSMUSG00000031383",75590
1854,"ENSG00000128951","DUT","deoxyuridine triphosphatase","protein-coding","ENSMUSG00000027203",110074
1855,"ENSG00000107404","DVL1","dishevelled segment polarity protein 1","protein-coding","ENSMUSG00000029071",13542
1856,"ENSG00000004975","DVL2","dishevelled segment polarity protein 2","protein-coding","ENSMUSG00000020888",13543
1857,"ENSG00000161202","DVL3","dishevelled segment polarity protein 3","protein-coding","ENSMUSG00000003233",13544
1859,"ENSG00000157540","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A","protein-coding","ENSMUSG00000022897",13548
1861,"ENSG00000136827","TOR1A","torsin family 1 member A","protein-coding","ENSMUSG00000026849",30931
1869,"ENSG00000101412","E2F1","E2F transcription factor 1","protein-coding","ENSMUSG00000027490",13555
1870,"ENSG00000007968","E2F2","E2F transcription factor 2","protein-coding","ENSMUSG00000018983",242705
1871,"ENSG00000112242","E2F3","E2F transcription factor 3","protein-coding","ENSMUSG00000016477",13557
1874,"ENSG00000205250","E2F4","E2F transcription factor 4","protein-coding","ENSMUSG00000014859",104394
1875,"ENSG00000133740","E2F5","E2F transcription factor 5","protein-coding","ENSMUSG00000027552",13559
1876,"ENSG00000169016","E2F6","E2F transcription factor 6","protein-coding","ENSMUSG00000057469",50496
1877,"ENSG00000167967","E4F1","E4F transcription factor 1","protein-coding","ENSMUSG00000024137",13560
1879,"ENSG00000164330","EBF1","EBF transcription factor 1","protein-coding","ENSMUSG00000057098",13591
1880,"ENSG00000169508","GPR183","G protein-coupled receptor 183","protein-coding","ENSMUSG00000051212",321019
1889,"ENSG00000117298","ECE1","endothelin converting enzyme 1","protein-coding","ENSMUSG00000057530",230857
1890,"ENSG00000025708","TYMP","thymidine phosphorylase","protein-coding","ENSMUSG00000022615",72962
1891,"ENSG00000104823","ECH1","enoyl-CoA hydratase 1","protein-coding","ENSMUSG00000053898",51798
1892,"ENSG00000127884","ECHS1","enoyl-CoA hydratase, short chain 1","protein-coding","ENSMUSG00000025465",93747
1893,"ENSG00000143369","ECM1","extracellular matrix protein 1","protein-coding","ENSMUSG00000028108",13601
1894,"ENSG00000114346","ECT2","epithelial cell transforming 2","protein-coding","ENSMUSG00000027699",13605
1896,"ENSG00000158813","EDA","ectodysplasin A","protein-coding","ENSMUSG00000059327",13607
1901,"ENSG00000170989","S1PR1","sphingosine-1-phosphate receptor 1","protein-coding","ENSMUSG00000045092",13609
1902,"ENSG00000198121","LPAR1","lysophosphatidic acid receptor 1","protein-coding","ENSMUSG00000038668",14745
1903,"ENSG00000213694","S1PR3","sphingosine-1-phosphate receptor 3","protein-coding","ENSMUSG00000067586",13610
1906,"ENSG00000078401","EDN1","endothelin 1","protein-coding","ENSMUSG00000021367",13614
1907,"ENSG00000127129","EDN2","endothelin 2","protein-coding","ENSMUSG00000028635",13615
1908,"ENSG00000124205","EDN3","endothelin 3","protein-coding","ENSMUSG00000027524",13616
1909,"ENSG00000151617","EDNRA","endothelin receptor type A","protein-coding","ENSMUSG00000031616",13617
1910,"ENSG00000136160","EDNRB","endothelin receptor type B","protein-coding","ENSMUSG00000022122",13618
1911,"ENSG00000111752","PHC1","polyhomeotic homolog 1","protein-coding","ENSMUSG00000040669",13619
1912,"ENSG00000134686","PHC2","polyhomeotic homolog 2","protein-coding","ENSMUSG00000028796",54383
1915,"ENSG00000156508","EEF1A1","eukaryotic translation elongation factor 1 alpha 1","protein-coding","ENSMUSG00000037742",13627
1917,"ENSG00000101210","EEF1A2","eukaryotic translation elongation factor 1 alpha 2","protein-coding","ENSMUSG00000016349",13628
1933,"ENSG00000114942","EEF1B2","eukaryotic translation elongation factor 1 beta 2","protein-coding","ENSMUSG00000025967",55949
1936,"ENSG00000104529","EEF1D","eukaryotic translation elongation factor 1 delta","protein-coding","ENSMUSG00000055762",66656
1937,"ENSG00000254772","EEF1G","eukaryotic translation elongation factor 1 gamma","protein-coding","ENSMUSG00000071644",67160
1938,"ENSG00000167658","EEF2","eukaryotic translation elongation factor 2","protein-coding","ENSMUSG00000034994",13629
1939,"ENSG00000143486","EIF2D","eukaryotic translation initiation factor 2D","protein-coding","ENSMUSG00000026427",16865
1942,"ENSG00000169242","EFNA1","ephrin A1","protein-coding","ENSMUSG00000027954",13636
1943,"ENSG00000099617","EFNA2","ephrin A2","protein-coding","ENSMUSG00000003070",13637
1944,"ENSG00000143590","EFNA3","ephrin A3","protein-coding","ENSMUSG00000028039",13638
1945,"ENSG00000243364","EFNA4","ephrin A4","protein-coding","ENSMUSG00000028040",13639
1946,"ENSG00000184349","EFNA5","ephrin A5","protein-coding","ENSMUSG00000048915",13640
1947,"ENSG00000090776","EFNB1","ephrin B1","protein-coding","ENSMUSG00000031217",13641
1948,"ENSG00000125266","EFNB2","ephrin B2","protein-coding","ENSMUSG00000001300",13642
1949,"ENSG00000108947","EFNB3","ephrin B3","protein-coding","ENSMUSG00000003934",13643
1950,"ENSG00000138798","EGF","epidermal growth factor","protein-coding","ENSMUSG00000028017",13645
1951,"ENSG00000008300","CELSR3","cadherin EGF LAG seven-pass G-type receptor 3","protein-coding","ENSMUSG00000023473",107934
1952,"ENSG00000143126","CELSR2","cadherin EGF LAG seven-pass G-type receptor 2","protein-coding","ENSMUSG00000068740",53883
1953,"ENSG00000162591","MEGF6","multiple EGF like domains 6","protein-coding","ENSMUSG00000057751",230971
1954,"ENSG00000105429","MEGF8","multiple EGF like domains 8","protein-coding","ENSMUSG00000045039",269878
1955,"ENSG00000106780","MEGF9","multiple EGF like domains 9","protein-coding","ENSMUSG00000039270",230316
1956,"ENSG00000146648","EGFR","epidermal growth factor receptor","protein-coding","ENSMUSG00000020122",13649
1958,"ENSG00000120738","EGR1","early growth response 1","protein-coding","ENSMUSG00000038418",13653
1959,"ENSG00000122877","EGR2","early growth response 2","protein-coding","ENSMUSG00000037868",13654
1960,"ENSG00000179388","EGR3","early growth response 3","protein-coding","ENSMUSG00000033730",13655
1961,"ENSG00000135625","EGR4","early growth response 4","protein-coding","ENSMUSG00000071341",13656
1962,"ENSG00000113790","EHHADH","enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase","protein-coding","ENSMUSG00000022853",74147
1964,"ENSG00000173674","EIF1AX","eukaryotic translation initiation factor 1A X-linked","protein-coding","ENSMUSG00000067194",66235
1965,"ENSG00000134001","EIF2S1","eukaryotic translation initiation factor 2 subunit alpha","protein-coding","ENSMUSG00000021116",13665
1967,"ENSG00000111361","EIF2B1","eukaryotic translation initiation factor 2B subunit alpha","protein-coding","ENSMUSG00000029388",209354
1968,"ENSG00000130741","EIF2S3","eukaryotic translation initiation factor 2 subunit gamma","protein-coding","ENSMUSG00000035150",26905
1969,"ENSG00000142627","EPHA2","EPH receptor A2","protein-coding","ENSMUSG00000006445",13836
1973,"ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1","protein-coding","ENSMUSG00000059796",13681
1974,"ENSG00000156976","EIF4A2","eukaryotic translation initiation factor 4A2","protein-coding","ENSMUSG00000022884",13682
1975,"ENSG00000063046","EIF4B","eukaryotic translation initiation factor 4B","protein-coding","ENSMUSG00000058655",75705
1977,"ENSG00000151247","EIF4E","eukaryotic translation initiation factor 4E","protein-coding","ENSMUSG00000028156",13684
1978,"ENSG00000187840","EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1","protein-coding","ENSMUSG00000031490",13685
1979,"ENSG00000148730","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2","protein-coding","ENSMUSG00000020091",13688
1981,"ENSG00000114867","EIF4G1","eukaryotic translation initiation factor 4 gamma 1","protein-coding","ENSMUSG00000045983",208643
1982,"ENSG00000110321","EIF4G2","eukaryotic translation initiation factor 4 gamma 2","protein-coding","ENSMUSG00000005610",13690
1983,"ENSG00000100664","EIF5","eukaryotic translation initiation factor 5","protein-coding","ENSMUSG00000021282",217869
1984,"ENSG00000132507","EIF5A","eukaryotic translation initiation factor 5A","protein-coding","ENSMUSG00000078812",276770
1990,"ENSG00000139610","CELA1","chymotrypsin like elastase 1","protein-coding","ENSMUSG00000023031",109901
1991,"ENSG00000197561","ELANE","elastase, neutrophil expressed","protein-coding","ENSMUSG00000020125",50701
1993,"ENSG00000107105","ELAVL2","ELAV like RNA binding protein 2","protein-coding","ENSMUSG00000008489",15569
1994,"ENSG00000066044","ELAVL1","ELAV like RNA binding protein 1","protein-coding","ENSMUSG00000040028",15568
1995,"ENSG00000196361","ELAVL3","ELAV like RNA binding protein 3","protein-coding","ENSMUSG00000003410",15571
1996,"ENSG00000162374","ELAVL4","ELAV like RNA binding protein 4","protein-coding","ENSMUSG00000028546",15572
1997,"ENSG00000120690","ELF1","E74 like ETS transcription factor 1","protein-coding","ENSMUSG00000036461",13709
1998,"ENSG00000109381","ELF2","E74 like ETS transcription factor 2","protein-coding","ENSMUSG00000037174",69257
1999,"ENSG00000163435","ELF3","E74 like ETS transcription factor 3","protein-coding","ENSMUSG00000003051",13710
2000,"ENSG00000102034","ELF4","E74 like ETS transcription factor 4","protein-coding","ENSMUSG00000031103",56501
2001,"ENSG00000135374","ELF5","E74 like ETS transcription factor 5","protein-coding","ENSMUSG00000027186",13711
2002,"ENSG00000126767","ELK1","ETS transcription factor ELK1","protein-coding","ENSMUSG00000009406",13712
2004,"ENSG00000111145","ELK3","ETS transcription factor ELK3","protein-coding","ENSMUSG00000008398",13713
2005,"ENSG00000158711","ELK4","ETS transcription factor ELK4","protein-coding","ENSMUSG00000026436",13714
2006,"ENSG00000049540","ELN","elastin","protein-coding","ENSMUSG00000029675",13717
2009,"ENSG00000066629","EML1","EMAP like 1","protein-coding","ENSMUSG00000058070",68519
2010,"ENSG00000102119","EMD","emerin","protein-coding","ENSMUSG00000001964",13726
2011,"ENSG00000072518","MARK2","microtubule affinity regulating kinase 2","protein-coding","ENSMUSG00000024969",13728
2012,"ENSG00000134531","EMP1","epithelial membrane protein 1","protein-coding","ENSMUSG00000030208",13730
2013,"ENSG00000213853","EMP2","epithelial membrane protein 2","protein-coding","ENSMUSG00000022505",13731
2014,"ENSG00000142227","EMP3","epithelial membrane protein 3","protein-coding","ENSMUSG00000040212",13732
2015,"ENSG00000174837","ADGRE1","adhesion G protein-coupled receptor E1","protein-coding","ENSMUSG00000004730",13733
2016,"ENSG00000135638","EMX1","empty spiracles homeobox 1","protein-coding","ENSMUSG00000033726",13796
2017,"ENSG00000085733","CTTN","cortactin","protein-coding","ENSMUSG00000031078",13043
2018,"ENSG00000170370","EMX2","empty spiracles homeobox 2","protein-coding","ENSMUSG00000043969",13797
2019,"ENSG00000163064","EN1","engrailed homeobox 1","protein-coding","ENSMUSG00000058665",13798
2020,"ENSG00000164778","EN2","engrailed homeobox 2","protein-coding","ENSMUSG00000039095",13799
2021,"ENSG00000167136","ENDOG","endonuclease G","protein-coding","ENSMUSG00000015337",13804
2022,"ENSG00000106991","ENG","endoglin","protein-coding","ENSMUSG00000026814",13805
2023,"ENSG00000074800","ENO1","enolase 1","protein-coding","ENSMUSG00000063524",13806
2026,"ENSG00000111674","ENO2","enolase 2","protein-coding","ENSMUSG00000004267",13807
2027,"ENSG00000108515","ENO3","enolase 3","protein-coding","ENSMUSG00000060600",13808
2028,"ENSG00000138792","ENPEP","glutamyl aminopeptidase","protein-coding","ENSMUSG00000028024",13809
2029,"ENSG00000143420","ENSA","endosulfine alpha","protein-coding","ENSMUSG00000038619",56205
2030,"ENSG00000112759","SLC29A1","solute carrier family 29 member 1 (Augustine blood group)","protein-coding","ENSMUSG00000023942",63959
2033,"ENSG00000100393","EP300","E1A binding protein p300","protein-coding","ENSMUSG00000055024",328572
2034,"ENSG00000116016","EPAS1","endothelial PAS domain protein 1","protein-coding","ENSMUSG00000024140",13819
2035,"ENSG00000159023","EPB41","erythrocyte membrane protein band 4.1","protein-coding","ENSMUSG00000028906",269587
2036,"ENSG00000088367","EPB41L1","erythrocyte membrane protein band 4.1 like 1","protein-coding","ENSMUSG00000027624",13821
2037,"ENSG00000079819","EPB41L2","erythrocyte membrane protein band 4.1 like 2","protein-coding","ENSMUSG00000019978",13822
