"human_geneid","human_EnsemblID","human_Symbol","human_type_of_gene","human_description","marmoset_EnsemblID","marmoset_geneid","marmoset_Symbol","mouse_EnsemblID","mouse_geneid","mouse_Symbol","rhesus_macaque_EnsemblID","rhesus_macaque_geneid","rhesus_macaque_Symbol"
8859,"ENSG00000204344","STK19","protein-coding","serine/threonine kinase 19",NA,100411152,"STK19","ENSMUSG00000061207",54402,"Stk19",NA,NA,NA
8861,"ENSG00000198728","LDB1","protein-coding","LIM domain binding 1","ENSCJAG00000017777",100394647,"LDB1","ENSMUSG00000025223",16825,"Ldb1","ENSMMUG00000009375",712653,"LDB1"
8862,"ENSG00000171388","APLN","protein-coding","apelin",NA,118150518,"APLN","ENSMUSG00000037010",30878,"Apln",NA,702695,"APLN"
8863,"ENSG00000049246","PER3","protein-coding","period circadian regulator 3",NA,100394501,"PER3","ENSMUSG00000028957",18628,"Per3","ENSMMUG00000018562",722059,"PER3"
8864,"ENSG00000132326","PER2","protein-coding","period circadian regulator 2","ENSCJAG00000000428",100410942,"PER2","ENSMUSG00000055866",18627,"Per2","ENSMMUG00000018930",696476,"PER2"
8867,"ENSG00000159082","SYNJ1","protein-coding","synaptojanin 1","ENSCJAG00000009187",100395303,"SYNJ1","ENSMUSG00000022973",104015,"Synj1","ENSMMUG00000004624",707829,"SYNJ1"
8869,"ENSG00000115525","ST3GAL5","protein-coding","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","ENSCJAG00000019564",100399856,"ST3GAL5","ENSMUSG00000056091",20454,"St3gal5","ENSMMUG00000019559",696842,"ST3GAL5"
8870,"ENSG00000137331","IER3","protein-coding","immediate early response 3","ENSCJAG00000019872",100412923,"IER3","ENSMUSG00000003541",15937,"Ier3","ENSMMUG00000064297",701939,"IER3"
8871,"ENSG00000078269","SYNJ2","protein-coding","synaptojanin 2",NA,100400862,"SYNJ2","ENSMUSG00000023805",20975,"Synj2","ENSMMUG00000007153",705639,"SYNJ2"
8872,"ENSG00000151465","CDC123","protein-coding","cell division cycle 123",NA,100414648,"CDC123","ENSMUSG00000039128",98828,"Cdc123","ENSMMUG00000017145",694239,"CDC123"
8874,"ENSG00000102606","ARHGEF7","protein-coding","Rho guanine nucleotide exchange factor 7","ENSCJAG00000014093",100402642,"ARHGEF7","ENSMUSG00000031511",54126,"Arhgef7","ENSMMUG00000013138",695530,"ARHGEF7"
8876,"ENSG00000112299","VNN1","protein-coding","vanin 1","ENSCJAG00000036205",100399050,"VNN1","ENSMUSG00000037440",22361,"Vnn1",NA,NA,NA
8877,"ENSG00000176170","SPHK1","protein-coding","sphingosine kinase 1",NA,100406587,"SPHK1","ENSMUSG00000061878",20698,"Sphk1","ENSMMUG00000018011",710441,"SPHK1"
8878,"ENSG00000161011","SQSTM1","protein-coding","sequestosome 1","ENSCJAG00000010152",100385650,"SQSTM1","ENSMUSG00000015837",18412,"Sqstm1","ENSMMUG00000021055",705481,"SQSTM1"
8879,"ENSG00000166224","SGPL1","protein-coding","sphingosine-1-phosphate lyase 1","ENSCJAG00000014777",100403731,"SGPL1","ENSMUSG00000020097",20397,"Sgpl1","ENSMMUG00000009800",716245,"SGPL1"
8880,"ENSG00000162613","FUBP1","protein-coding","far upstream element binding protein 1","ENSCJAG00000007062",100401762,"FUBP1","ENSMUSG00000028034",51886,"Fubp1","ENSMMUG00000002899",707102,"FUBP1"
8881,"ENSG00000130177","CDC16","protein-coding","cell division cycle 16","ENSCJAG00000019010",100384907,"CDC16","ENSMUSG00000038416",69957,"Cdc16","ENSMMUG00000007439",699089,"CDC16"
8882,"ENSG00000109917","ZPR1","protein-coding","ZPR1 zinc finger","ENSCJAG00000012583",100408675,"ZPR1","ENSMUSG00000032078",22687,"Zpr1","ENSMMUG00000053039",696348,"ZPR1"
8883,"ENSG00000159593","NAE1","protein-coding","NEDD8 activating enzyme E1 subunit 1","ENSCJAG00000016658",100409341,"NAE1","ENSMUSG00000031878",234664,"Nae1","ENSMMUG00000006752",696429,"NAE1"
8884,"ENSG00000138074","SLC5A6","protein-coding","solute carrier family 5 member 6","ENSCJAG00000001184",100414454,"SLC5A6","ENSMUSG00000006641",330064,"Slc5a6","ENSMMUG00000010257",699074,"SLC5A6"
8886,"ENSG00000088205","DDX18","protein-coding","DEAD-box helicase 18","ENSCJAG00000021414",100403920,"DDX18","ENSMUSG00000001674",66942,"Ddx18","ENSMMUG00000021343",693278,"DDX18"
8887,"ENSG00000106052","TAX1BP1","protein-coding","Tax1 binding protein 1",NA,100393439,"TAX1BP1","ENSMUSG00000004535",52440,"Tax1bp1","ENSMMUG00000022454",698103,"TAX1BP1"
8888,"ENSG00000160294","MCM3AP","protein-coding","minichromosome maintenance complex component 3 associated protein",NA,100405224,"MCM3AP","ENSMUSG00000001150",54387,"Mcm3ap","ENSMMUG00000022331",721810,"MCM3AP"
8890,"ENSG00000115211","EIF2B4","protein-coding","eukaryotic translation initiation factor 2B subunit delta","ENSCJAG00000001028",100412065,"EIF2B4","ENSMUSG00000029145",13667,"Eif2b4","ENSMMUG00000008287",700322,"EIF2B4"
8891,"ENSG00000070785","EIF2B3","protein-coding","eukaryotic translation initiation factor 2B subunit gamma","ENSCJAG00000004386",100394507,"EIF2B3","ENSMUSG00000028683",108067,"Eif2b3","ENSMMUG00000005342",705862,"EIF2B3"
8892,"ENSG00000119718","EIF2B2","protein-coding","eukaryotic translation initiation factor 2B subunit beta","ENSCJAG00000020577",100387159,"EIF2B2","ENSMUSG00000004788",217715,"Eif2b2","ENSMMUG00000002910",701360,"EIF2B2"
8893,"ENSG00000145191","EIF2B5","protein-coding","eukaryotic translation initiation factor 2B subunit epsilon","ENSCJAG00000013108",100389722,"EIF2B5","ENSMUSG00000003235",224045,"Eif2b5","ENSMMUG00000006562",703673,"EIF2B5"
8894,"ENSG00000125977","EIF2S2","protein-coding","eukaryotic translation initiation factor 2 subunit beta","ENSCJAG00000018334",100402100,"EIF2S2","ENSMUSG00000074656",67204,"Eif2s2","ENSMMUG00000018095",708593,"EIF2S2"
8895,"ENSG00000085719","CPNE3","protein-coding","copine 3","ENSCJAG00000000264",100401697,"CPNE3","ENSMUSG00000028228",70568,"Cpne3","ENSMMUG00000006308",694013,"CPNE3"
8896,"ENSG00000106245","BUD31","protein-coding","BUD31 homolog",NA,100409561,"BUD31","ENSMUSG00000038722",231889,"Bud31","ENSMMUG00000000427",718694,"BUD31"
8897,"ENSG00000100330","MTMR3","protein-coding","myotubularin related protein 3","ENSCJAG00000021293",100386598,"MTMR3","ENSMUSG00000034354",74302,"Mtmr3","ENSMMUG00000022236",715214,"MTMR3"
8898,"ENSG00000087053","MTMR2","protein-coding","myotubularin related protein 2","ENSCJAG00000004327",100404569,"MTMR2","ENSMUSG00000031918",77116,"Mtmr2","ENSMMUG00000014801",699703,"MTMR2"
8899,"ENSG00000112739","PRPF4B","protein-coding","pre-mRNA processing factor 4B","ENSCJAG00000021385",100404733,"PRPF4B","ENSMUSG00000021413",19134,"Prpf4b","ENSMMUG00000014017",709497,"PRPF4B"
8900,"ENSG00000133101","CCNA1","protein-coding","cyclin A1","ENSCJAG00000018144",100393051,"CCNA1","ENSMUSG00000027793",12427,"Ccna1","ENSMMUG00000001178",693797,"CCNA1"
8904,"ENSG00000214078","CPNE1","protein-coding","copine 1",NA,NA,NA,"ENSMUSG00000074643",266692,"Cpne1","ENSMMUG00000020960",100329142,"CPNE1"
8905,"ENSG00000182287","AP1S2","protein-coding","adaptor related protein complex 1 subunit sigma 2","ENSCJAG00000004393",100411052,"AP1S2","ENSMUSG00000031367",108012,"Ap1s2","ENSMMUG00000014055",713244,"AP1S2"
8906,"ENSG00000213983","AP1G2","protein-coding","adaptor related protein complex 1 subunit gamma 2",NA,100392223,"AP1G2","ENSMUSG00000040701",11766,"Ap1g2","ENSMMUG00000004144",714237,"AP1G2"
8907,"ENSG00000072958","AP1M1","protein-coding","adaptor related protein complex 1 subunit mu 1","ENSCJAG00000014070",100414742,"AP1M1","ENSMUSG00000003033",11767,"Ap1m1","ENSMMUG00000014026",718605,"AP1M1"
8908,"ENSG00000056998","GYG2","protein-coding","glycogenin 2",NA,100407906,"GYG2",NA,NA,NA,"ENSMMUG00000003932",720568,"GYG2"
8909,"ENSG00000111405","ENDOU","protein-coding","endonuclease, poly(U) specific",NA,NA,NA,"ENSMUSG00000022468",19011,"Endou","ENSMMUG00000018399",703854,"ENDOU"
8910,"ENSG00000127990","SGCE","protein-coding","sarcoglycan epsilon","ENSCJAG00000013426",100409992,"SGCE","ENSMUSG00000004631",20392,"Sgce","ENSMMUG00000016394",700104,"SGCE"
8911,"ENSG00000100346","CACNA1I","protein-coding","calcium voltage-gated channel subunit alpha1 I",NA,100401632,"CACNA1I","ENSMUSG00000022416",239556,"Cacna1i","ENSMMUG00000004878",708146,"CACNA1I"
8912,"ENSG00000196557","CACNA1H","protein-coding","calcium voltage-gated channel subunit alpha1 H",NA,100408935,"CACNA1H","ENSMUSG00000024112",58226,"Cacna1h","ENSMMUG00000014213",722407,"CACNA1H"
8913,"ENSG00000006283","CACNA1G","protein-coding","calcium voltage-gated channel subunit alpha1 G",NA,100415104,"CACNA1G","ENSMUSG00000020866",12291,"Cacna1g","ENSMMUG00000017256",706230,"CACNA1G"
8914,"ENSG00000111602","TIMELESS","protein-coding","timeless circadian regulator",NA,100394271,"TIMELESS","ENSMUSG00000039994",21853,"Timeless","ENSMMUG00000021878",712835,"TIMELESS"
8915,"ENSG00000142867","BCL10","protein-coding","BCL10 immune signaling adaptor","ENSCJAG00000007039",100414055,"BCL10","ENSMUSG00000028191",12042,"Bcl10","ENSMMUG00000005720",714869,"BCL10"
8916,"ENSG00000138641","HERC3","protein-coding","HECT and RLD domain containing E3 ubiquitin protein ligase 3","ENSCJAG00000006525",100408239,"HERC3","ENSMUSG00000029804",73998,"Herc3","ENSMMUG00000010138",703108,"HERC3"
8924,"ENSG00000128731","HERC2","protein-coding","HECT and RLD domain containing E3 ubiquitin protein ligase 2",NA,100393052,"HERC2","ENSMUSG00000030451",15204,"Herc2",NA,NA,NA
8925,"ENSG00000103657","HERC1","protein-coding","HECT and RLD domain containing E3 ubiquitin protein ligase family member 1",NA,100399946,"HERC1","ENSMUSG00000038664",235439,"Herc1","ENSMMUG00000012117",706308,"HERC1"
8926,"ENSG00000273173","SNURF","protein-coding","SNRPN upstream open reading frame",NA,118142781,"SNURF","ENSMUSG00000102627",84704,"Snurf",NA,100427564,"SNURF"
8927,"ENSG00000164061","BSN","protein-coding","bassoon presynaptic cytomatrix protein",NA,100395893,"BSN","ENSMUSG00000032589",12217,"Bsn","ENSMMUG00000014537",705757,"BSN"
8928,"ENSG00000160973","FOXH1","protein-coding","forkhead box H1",NA,100389238,"FOXH1","ENSMUSG00000033837",14106,"Foxh1",NA,714987,"FOXH1"
8929,"ENSG00000109132","PHOX2B","protein-coding","paired like homeobox 2B","ENSCJAG00000019264",100408006,"PHOX2B","ENSMUSG00000012520",18935,"Phox2b","ENSMMUG00000051296",701940,"PHOX2B"
8930,"ENSG00000129071","MBD4","protein-coding","methyl-CpG binding domain 4, DNA glycosylase",NA,100406527,"MBD4","ENSMUSG00000030322",17193,"Mbd4","ENSMMUG00000012723",720557,"MBD4"
8932,"ENSG00000134046","MBD2","protein-coding","methyl-CpG binding domain protein 2","ENSCJAG00000001862",100415521,"MBD2","ENSMUSG00000024513",17191,"Mbd2","ENSMMUG00000003136",693801,"MBD2"
8934,"ENSG00000117280","RAB29","protein-coding","RAB29, member RAS oncogene family",NA,100410783,"RAB29","ENSMUSG00000026433",226422,"Rab29","ENSMMUG00000021426",697184,"RAB29"
8935,"ENSG00000005020","SKAP2","protein-coding","src kinase associated phosphoprotein 2","ENSCJAG00000007979",100400546,"SKAP2","ENSMUSG00000059182",54353,"Skap2","ENSMMUG00000018544",701461,"SKAP2"
8936,"ENSG00000112290","WASF1","protein-coding","WASP family member 1",NA,100403045,"WASF1","ENSMUSG00000019831",83767,"Wasf1","ENSMMUG00000014764",699042,"WASF1"
8938,"ENSG00000007516","BAIAP3","protein-coding","BAI1 associated protein 3",NA,100412180,"BAIAP3","ENSMUSG00000047507",545192,"Baiap3","ENSMMUG00000021415",722437,"BAIAP3"
8939,"ENSG00000107164","FUBP3","protein-coding","far upstream element binding protein 3","ENSCJAG00000020542",100399862,"FUBP3","ENSMUSG00000026843",320267,"Fubp3","ENSMMUG00000008249",722470,"FUBP3"
8940,"ENSG00000100038","TOP3B","protein-coding","DNA topoisomerase III beta","ENSCJAG00000020334",100401442,"TOP3B","ENSMUSG00000022779",21976,"Top3b","ENSMMUG00000014487",698317,"TOP3B"
8941,"ENSG00000171450","CDK5R2","protein-coding","cyclin dependent kinase 5 regulatory subunit 2",NA,100395586,"CDK5R2","ENSMUSG00000090071",12570,"Cdk5r2","ENSMMUG00000031210",703479,"CDK5R2"
8942,"ENSG00000115919","KYNU","protein-coding","kynureninase","ENSCJAG00000012322",100401253,"KYNU","ENSMUSG00000026866",70789,"Kynu","ENSMMUG00000021330",705179,"KYNU"
8943,"ENSG00000065000","AP3D1","protein-coding","adaptor related protein complex 3 subunit delta 1",NA,100407169,"AP3D1","ENSMUSG00000020198",11776,"Ap3d1","ENSMMUG00000015663",100430853,"AP3D1"
8945,"ENSG00000166167","BTRC","protein-coding","beta-transducin repeat containing E3 ubiquitin protein ligase",NA,100389218,"BTRC","ENSMUSG00000025217",12234,"Btrc","ENSMMUG00000006741",711843,"BTRC"
8969,"ENSG00000196787","H2AC11","protein-coding","H2A clustered histone 11",NA,NA,NA,NA,NA,NA,"ENSMMUG00000052414",701574,"H2AC11"
8971,"ENSG00000184897","H1-10","protein-coding","H1.10 linker histone",NA,100394443,"H1FX","ENSMUSG00000044927",243529,"H1f10","ENSMMUG00000043091",703414,"H1-10"
8972,"ENSG00000257335","MGAM","protein-coding","maltase-glucoamylase",NA,100397416,"MGAM","ENSMUSG00000068587",232714,"Mgam",NA,695030,"MGAM"
8973,"ENSG00000147434","CHRNA6","protein-coding","cholinergic receptor nicotinic alpha 6 subunit","ENSCJAG00000007684",100399236,"CHRNA6","ENSMUSG00000031491",11440,"Chrna6","ENSMMUG00000000163",705725,"CHRNA6"
8974,"ENSG00000072682","P4HA2","protein-coding","prolyl 4-hydroxylase subunit alpha 2",NA,100409805,"P4HA2","ENSMUSG00000018906",18452,"P4ha2","ENSMMUG00000010858",707157,"P4HA2"
8975,"ENSG00000058056","USP13","protein-coding","ubiquitin specific peptidase 13","ENSCJAG00000012999",100397458,"USP13","ENSMUSG00000056900",72607,"Usp13","ENSMMUG00000003594",708624,"USP13"
8976,"ENSG00000106299","WASL","protein-coding","WASP like actin nucleation promoting factor",NA,100411440,"WASL","ENSMUSG00000029684",73178,"Wasl","ENSMMUG00000011544",696556,"WASL"
8985,"ENSG00000106397","PLOD3","protein-coding","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",NA,100390092,"PLOD3","ENSMUSG00000004846",26433,"Plod3","ENSMMUG00000006949",714283,"PLOD3"
8986,"ENSG00000162302","RPS6KA4","protein-coding","ribosomal protein S6 kinase A4",NA,128929001,"RPS6KA4","ENSMUSG00000118668",56613,"Rps6ka4","ENSMMUG00000007610",717574,"RPS6KA4"
8987,"ENSG00000118804","STBD1","protein-coding","starch binding domain 1","ENSCJAG00000014639",100397223,"STBD1","ENSMUSG00000047963",52331,"Stbd1","ENSMMUG00000020914",100423688,"STBD1"
8988,"ENSG00000169271","HSPB3","protein-coding","heat shock protein family B (small) member 3","ENSCJAG00000021806",100411251,"HSPB3","ENSMUSG00000051456",56534,"Hspb3","ENSMMUG00000018488",704576,"HSPB3"
8989,"ENSG00000104321","TRPA1","protein-coding","transient receptor potential cation channel subfamily A member 1","ENSCJAG00000007735",100414472,"TRPA1","ENSMUSG00000032769",277328,"Trpa1","ENSMMUG00000010748",694623,"TRPA1"
8991,"ENSG00000143416","SELENBP1","protein-coding","selenium binding protein 1","ENSCJAG00000007509",100387082,"SELENBP1",NA,NA,NA,"ENSMMUG00000045396",716741,"SELENBP1"
8992,"ENSG00000113732","ATP6V0E1","protein-coding","ATPase H+ transporting V0 subunit e1","ENSCJAG00000019225",100393000,"ATP6V0E1","ENSMUSG00000015575",11974,"Atp6v0e","ENSMMUG00000059290",703342,"ATP6V0E1"
8993,"ENSG00000008438","PGLYRP1","protein-coding","peptidoglycan recognition protein 1","ENSCJAG00000012095",100403183,"PGLYRP1","ENSMUSG00000030413",21946,"Pglyrp1","ENSMMUG00000008742",718480,"PGLYRP1"
8994,"ENSG00000144791","LIMD1","protein-coding","LIM domain containing 1",NA,100394908,"LIMD1","ENSMUSG00000025239",29806,"Limd1","ENSMMUG00000010711",714169,"LIMD1"
8995,"ENSG00000120337","TNFSF18","protein-coding","TNF superfamily member 18",NA,100404122,"TNFSF18","ENSMUSG00000066755",240873,"Tnfsf18","ENSMMUG00000059499",678654,"TNFSF18"
8996,"ENSG00000140939","NOL3","protein-coding","nucleolar protein 3",NA,100412811,"NOL3","ENSMUSG00000014776",78688,"Nol3","ENSMMUG00000020268",696747,"NOL3"
8997,"ENSG00000160145","KALRN","protein-coding","kalirin RhoGEF kinase",NA,100400950,"KALRN","ENSMUSG00000061751",545156,"Kalrn","ENSMMUG00000003851",715567,"KALRN"
8999,"ENSG00000138769","CDKL2","protein-coding","cyclin dependent kinase like 2","ENSCJAG00000019926",100413637,"CDKL2","ENSMUSG00000029403",53886,"Cdkl2","ENSMMUG00000023227",701467,"CDKL2"
9001,"ENSG00000173805","HAP1","protein-coding","huntingtin associated protein 1",NA,100415727,"HAP1","ENSMUSG00000006930",15114,"Hap1",NA,704707,"HAP1"
9002,"ENSG00000127533","F2RL3","protein-coding","F2R like thrombin or trypsin receptor 3","ENSCJAG00000009441",100396997,"F2RL3","ENSMUSG00000050147",14065,"F2rl3","ENSMMUG00000058540",718843,"F2RL3"
9013,"ENSG00000103168","TAF1C","protein-coding","TATA-box binding protein associated factor, RNA polymerase I subunit C","ENSCJAG00000003961",100396141,"TAF1C","ENSMUSG00000031832",21341,"Taf1c","ENSMMUG00000008569",715012,"TAF1C"
9014,"ENSG00000115750","TAF1B","protein-coding","TATA-box binding protein associated factor, RNA polymerase I subunit B","ENSCJAG00000006420",100405421,"TAF1B","ENSMUSG00000059669",21340,"Taf1b","ENSMMUG00000001530",701733,"TAF1B"
9015,"ENSG00000143498","TAF1A","protein-coding","TATA-box binding protein associated factor, RNA polymerase I subunit A",NA,100401504,"TAF1A","ENSMUSG00000072258",21339,"Taf1a","ENSMMUG00000007896",704624,"TAF1A"
9016,"ENSG00000102078","SLC25A14","protein-coding","solute carrier family 25 member 14","ENSCJAG00000002456",100387615,"SLC25A14","ENSMUSG00000031105",20523,"Slc25a14","ENSMMUG00000008386",703255,"SLC25A14"
9019,"ENSG00000197965","MPZL1","protein-coding","myelin protein zero like 1","ENSCJAG00000017016",100406549,"MPZL1","ENSMUSG00000026566",68481,"Mpzl1","ENSMMUG00000009184",698437,"MPZL1"
9020,"ENSG00000006062","MAP3K14","protein-coding","mitogen-activated protein kinase kinase kinase 14","ENSCJAG00000012775",100401112,"MAP3K14","ENSMUSG00000020941",53859,"Map3k14","ENSMMUG00000007863",716258,"MAP3K14"
9021,"ENSG00000184557","SOCS3","protein-coding","suppressor of cytokine signaling 3","ENSCJAG00000022289",100398838,"SOCS3","ENSMUSG00000053113",12702,"Socs3","ENSMMUG00000058428",715680,"SOCS3"
9022,"ENSG00000169583","CLIC3","protein-coding","chloride intracellular channel 3",NA,100411123,"CLIC3","ENSMUSG00000015093",69454,"Clic3","ENSMMUG00000021431",721634,"CLIC3"
9023,"ENSG00000138135","CH25H","protein-coding","cholesterol 25-hydroxylase","ENSCJAG00000022330",100405652,"CH25H","ENSMUSG00000050370",12642,"Ch25h","ENSMMUG00000055047",694532,"CH25H"
9024,"ENSG00000174672","BRSK2","protein-coding","BR serine/threonine kinase 2",NA,103796447,"BRSK2","ENSMUSG00000053046",75770,"Brsk2","ENSMMUG00000011211",100429659,"BRSK2"
9025,"ENSG00000112130","RNF8","protein-coding","ring finger protein 8","ENSCJAG00000005529",100392403,"RNF8","ENSMUSG00000090083",58230,"Rnf8","ENSMMUG00000011573",100424611,"RNF8"
9026,"ENSG00000130787","HIP1R","protein-coding","huntingtin interacting protein 1 related",NA,100412747,"HIP1R","ENSMUSG00000000915",29816,"Hip1r","ENSMMUG00000015221",707396,"HIP1R"
9027,"ENSG00000144035","NAT8","protein-coding","N-acetyltransferase 8 (putative)",NA,NA,NA,NA,NA,NA,"ENSMMUG00000048536",706820,"NAT8"
9028,"ENSG00000103269","RHBDL1","protein-coding","rhomboid like 1","ENSCJAG00000012045",100396223,"RHBDL1","ENSMUSG00000025735",214951,"Rhbdl1","ENSMMUG00000001982",722357,"RHBDL1"
9031,"ENSG00000009954","BAZ1B","protein-coding","bromodomain adjacent to zinc finger domain 1B",NA,100400825,"BAZ1B","ENSMUSG00000002748",22385,"Baz1b","ENSMMUG00000014270",716436,"BAZ1B"
9032,"ENSG00000142484","TM4SF5","protein-coding","transmembrane 4 L six family member 5","ENSCJAG00000012044",100408888,"TM4SF5","ENSMUSG00000018919",75604,"Tm4sf5","ENSMMUG00000012996",709844,"TM4SF5"
9033,"ENSG00000107593","PKD2L1","protein-coding","polycystin 2 like 1, transient receptor potential cation channel","ENSCJAG00000017347",100414202,"PKD2L1","ENSMUSG00000037578",329064,"Pkd2l1","ENSMMUG00000010818",710056,"PKD2L1"
9034,"ENSG00000121797","CCRL2","protein-coding","C-C motif chemokine receptor like 2","ENSCJAG00000021831",100399503,"CCRL2","ENSMUSG00000043953",54199,"Ccrl2","ENSMMUG00000014260",713715,"CCRL2"
9037,"ENSG00000112902","SEMA5A","protein-coding","semaphorin 5A",NA,100413987,"SEMA5A","ENSMUSG00000022231",20356,"Sema5a","ENSMMUG00000020160",696019,"SEMA5A"
9038,"ENSG00000135569","TAAR5","protein-coding","trace amine associated receptor 5","ENSCJAG00000002918",100415208,"TAAR5","ENSMUSG00000069706",215854,"Taar5","ENSMMUG00000004989",709325,"TAAR5"
9039,"ENSG00000144744","UBA3","protein-coding","ubiquitin like modifier activating enzyme 3","ENSCJAG00000013395",100392131,"UBA3","ENSMUSG00000030061",22200,"Uba3","ENSMMUG00000008620",696493,"UBA3"
9040,"ENSG00000130725","UBE2M","protein-coding","ubiquitin conjugating enzyme E2 M","ENSCJAG00000000223",100396395,"UBE2M","ENSMUSG00000005575",22192,"Ube2m","ENSMMUG00000060050",712206,"UBE2M"
